esco_id,job_zone
cfda19c9-c7e1-497d-a18b-66e29c773745,4
d185c066-cddf-4a8c-a931-5eefc21fc2a1,3
d1974e0c-8f92-473b-a32d-f0616c08b1ff,3
d21890a3-cbe9-49df-9a19-a4120d866548,5
d23fbcdc-d5e9-4724-a83f-99a0cfa8adb0,4
d2af4f6b-c990-4d8e-bb17-befca23a307a,3
d3fd0898-51f7-42a3-8f44-09408fc796f6,2
d46a0f9d-4474-46f8-b59d-7970da915b94,4
d4ccb6d4-ea97-47e5-a319-b72cffbf0631,3
d52db93d-9ae5-47d9-b9dc-eab8aa9f2ba9,2
d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,3
d5ce0c23-6f8a-459f-9bf9-a7cb9768740a,2
d6ef013f-57e9-4100-bbe5-3e4930664dee,4
d7f3d76b-23e8-447e-93d5-da13ff9bc102,2
d96de969-d43d-4082-8559-7fc35484a217,4
d9723f33-7faf-4f8a-8a98-6b02d1e10f2b,4
d9e4581a-91b3-47f9-a2d5-70eb542caac5,2
daa6197d-dba6-49b5-8223-b31b7a126e4e,2
db20c08e-819e-4410-91e2-6ac06add4e27,1
db25e659-d77c-4f4a-a8a2-ee199d060345,2
db4057de-0c5a-4f68-8f81-2c0765978afb,4
db4f28ff-c208-4830-ab8b-4b07776db134,4
de80bbf0-447d-4a6a-845a-fdba4e0dc30c,4
defbf906-e823-44b4-872f-99406c51022b,3
defc8417-eeb6-4f13-8fcd-6518b99a40f4,2
df433613-4856-4e50-9be5-7a0ec0f4260a,2
df66a6e6-2130-4932-8aaf-263dafa569fa,4
dfa51b4d-0929-4885-b682-29e375c6b52c,4
dfb93ddb-ce34-4d2e-a178-541d45a7d98b,3
e027434f-8aa4-4d87-a070-b1d5c57749e6,4
e047b8f5-9491-4da2-8816-7aa37ad2370d,4
e0b347de-f88b-4f69-b7d0-0a965e41f0d5,2
e148e1ed-4f46-40a7-95c9-d6914f664f17,2
e19fe26f-0759-4bb1-af71-5bbecf3df69f,3
e1fdca51-a0e1-4bea-822f-82a090ece780,4
e297ec12-4712-40a4-ad98-ba004cacb205,5
e2a495fb-68a3-46f9-8753-6ce566a7a085,4
e2c38c87-2bcf-492a-a78e-3be9480481cc,3
e34b93ec-5e11-4858-ba1e-e245c4c39cec,3
e44b2459-af5e-492d-9c57-d9c2e62944e7,4
e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4,5
e4fca489-4c79-4392-874f-9ea1051c05c8,1
e58eadca-e512-4167-96f1-fff980f117e3,3
e5a63940-57d3-4065-8713-74b4e2c93063,4
e6023abf-ced3-4ac9-9437-cc79e4396e3e,3
e65a9b0e-7347-4f6e-945e-aaeee976ef6e,3
e7ef8a86-6acd-458d-bf48-634b8fd28950,2
e7f6e98a-cef5-41be-b65c-70cf1feed11d,3
e80cee57-3672-4aaf-8ca7-53b90771c364,2
e8bbc7fd-cfa2-406f-a664-57e5024cfbc5,4
e9640041-ca34-4955-aa8c-629717d0dcda,3
e96cec32-9960-4496-a790-a9d2254906fc,3
ea4c9aa1-cb9d-4037-a748-ac1305af7129,3
eb00745b-9abb-4bd8-8291-aade48af029d,3
ecfcf554-254f-4dd7-a20c-b60cc6b16054,2
eda6cb5e-c27a-4661-b536-eadeb387dee3,3
ef0363cf-361a-47df-9431-d94afb757ce0,3
f1ecc3c4-8212-4386-871a-6fda1b5b4d91,3
f2cc5978-e45c-4f28-b859-7f89221b0505,4
f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,4
f444e8ec-5eed-4777-866e-7127aa06ce4f,3
f4e0016b-29fa-48ac-b98d-364c658f8aed,2
f4e3dd1c-f86b-4a69-8887-547255eadc79,3
f6811475-94d4-4d13-8d5f-f173978ae7ec,3
f73e11e7-0eb8-4a46-b2e1-9e544c2f3652,3
f7450c1f-20b7-45dd-b3bb-25095830bf3f,4
f7f8c077-26ec-455f-8311-aeafbc24d9a5,4
f817aab2-ec8a-45ec-88ef-c11e0f19fd85,4
f8438d21-c726-4534-8d7c-1c5aa9ef05ef,2
f84aae41-28cc-4aa0-a0df-e7c3030516fd,2
f874980a-e08f-4a58-bc21-2ff3cf472ec5,2
f88fb9dd-5a46-4086-a284-b1992174e55c,4
f8da6546-0c8a-4bd0-a952-6f3c253c9aba,2
f8e435dd-7aa9-4d7a-97c3-b3b5789b6b25,3
faed411a-f920-4100-86a8-b877928b429c,4
fb0c7da2-6d0e-4a3f-be3e-344f58f0e82d,4
fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,5
fbf23c18-d9a3-4349-83dc-2bc39948bdf7,2
fcaab37b-ada2-4832-a2fd-9d64362e0280,4
fccecd5d-ad90-41a8-bb89-96d7595abca3,3
fd8b68c0-7341-44bb-855d-9b1254eade33,1
fdd8eef7-d89c-419f-9166-0747f466a769,2
fde4372d-8293-42de-afbb-8b5a9b274fe7,4
fe0fa514-b48d-4a53-9757-a283c0baacf0,4
ff2c1183-3fd7-40c7-8ddc-b20b100363c3,4
ff5210a5-2ea9-43b4-bebc-8d565f928eaa,2
ffa4dd5d-702b-4828-ad85-17ec50db6656,3
