esco_id,section_code,section_label_en,division_code,division_label_en,group_code,group_label_en,embedding_description
4666cccf-cfbc-4296-95b5-67dad2f620d2,Q,Q EDUCATION,85,85 Education,853,85.3 Secondary and post-secondary non-tertiary education,"Q EDUCATION 85 Education 85.3 Secondary and post-secondary non-tertiary education This group includes the provision of general secondary and technical and vocational secondary education. This group also includes the provision of education programmes within or outside the school system which are equivalent in content to programmes in secondary education but are intended for those considered too old to enter secondary schools. Examples of such programmes are adult literacy programmes, second chance or reintegration programmes."
46bbecf4-368a-44a8-9262-dcd775ae2c46,B,B MINING AND QUARRYING,09,09 Mining support service activities,099,09.9 Support activities for other mining and quarrying,B MINING AND QUARRYING 09 Mining support service activities 09.9 Support activities for other mining and quarrying
46db7e2e-d44d-412a-9a80-02d43111aca8,Q,Q EDUCATION,85,85 Education,855,85.5 Other education,"Q EDUCATION 85 Education 85.5 Other education This group includes education (including non-formal) which is neither part of initial education in the regular school system, nor equivalent in programme content and qualifications to those programmes. It includes training for any professional, hobby or self-development purposes for both children and adults, including non-formal continuing vocational education and training. Non-formal education is defined by ISCED-P 2011 as institutionalised, intentional and planned by an education provider, as an addition, alternative and/or complement to formal education within the process of an individual’s lifelong learning. It targets people of all ages but does not necessarily apply a continuous pathway/structure; it may be short in duration and/or low-intensity, and it is typically provided in the form of short courses, workshops or seminars.

This group includes the provision of athletic instruction to groups or individuals, foreign language instruction, instruction in the arts, drama or music, as well as other instruction or specialised training provided by camps and schools, not comparable to the education in groups 85.1 to 85.4. This group also includes education activities run by self-employed / own account / individual / independent lecturers (tutors, academics, instructors)."
46f9d58f-11bd-4d96-b000-ff4490d3009b,Q,Q EDUCATION,85,85 Education,853,85.3 Secondary and post-secondary non-tertiary education,"Q EDUCATION 85 Education 85.3 Secondary and post-secondary non-tertiary education This group includes the provision of general secondary and technical and vocational secondary education. This group also includes the provision of education programmes within or outside the school system which are equivalent in content to programmes in secondary education but are intended for those considered too old to enter secondary schools. Examples of such programmes are adult literacy programmes, second chance or reintegration programmes."
476420bb-2577-4f79-ad32-186f19c4fd02,H,H TRANSPORTATION AND STORAGE,51,51 Air transport,511,51.1 Passenger air transport,H TRANSPORTATION AND STORAGE 51 Air transport 51.1 Passenger air transport
476420bb-2577-4f79-ad32-186f19c4fd02,H,H TRANSPORTATION AND STORAGE,51,51 Air transport,512,51.2 Freight air transport and space transport,H TRANSPORTATION AND STORAGE 51 Air transport 51.2 Freight air transport and space transport
4779055b-f769-4c6d-8e0e-088bb74cfce9,S,"S ARTS, SPORTS AND RECREATION",93,93 Sports activities and amusement and recreation activities,931,93.1 Sports activities,"S ARTS, SPORTS AND RECREATION 93 Sports activities and amusement and recreation activities 93.1 Sports activities This group includes the operation of sports facilities; activities of sports teams or clubs primarily participating in live sporting events; independent athletes engaged in participating in live sports or racing events; activities related to training animals for sports or entertainment; sports trainers providing specialised services to support participants in sporting events or competitions; operators of arenas and stadiums; other activities of organising, promoting or managing sporting events n.e.c."
4791e217-d607-40d5-9f84-df1d0a071cbc,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,"73 Activities of advertising, market research and public relations",731,73.1 Advertising,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 73 Activities of advertising, market research and public relations 73.1 Advertising"
4791e217-d607-40d5-9f84-df1d0a071cbc,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,70 Activities of head offices and management consultancy,702,70.2 Business and other management consultancy activities,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 70 Activities of head offices and management consultancy 70.2 Business and other management consultancy activities"
4795d4e3-c623-47ff-abab-7de97fcb764e,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,"73 Activities of advertising, market research and public relations",731,73.1 Advertising,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 73 Activities of advertising, market research and public relations 73.1 Advertising"
479ede81-bd51-4f3b-9d30-4910699fd211,Q,Q EDUCATION,85,85 Education,854,85.4 Tertiary education,Q EDUCATION 85 Education 85.4 Tertiary education
47ae3ed9-e03c-450e-9ea8-aab317545adc,B,B MINING AND QUARRYING,06,06 Extraction of crude petroleum and natural gas,062,06.2 Extraction of natural gas,B MINING AND QUARRYING 06 Extraction of crude petroleum and natural gas 06.2 Extraction of natural gas
47ae3ed9-e03c-450e-9ea8-aab317545adc,C,C MANUFACTURING,20,20 Manufacture of chemicals and chemical products,201,"20.1 Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms","C MANUFACTURING 20 Manufacture of chemicals and chemical products 20.1 Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms This group includes the manufacture of basic chemical products, fertilisers and associated nitrogen compounds, as well as plastics and synthetic rubber in primary forms."
47ae3ed9-e03c-450e-9ea8-aab317545adc,D,"D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,"35 Electricity, gas, steam and air conditioning supply",352,"35.2 Manufacture of gas, and distribution of gaseous fuels through mains","D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY 35 Electricity, gas, steam and air conditioning supply 35.2 Manufacture of gas, and distribution of gaseous fuels through mains This group includes the manufacture of gas, the storage and the distribution of natural or synthetic gas to the user through a system of mains."
47af27c4-5b45-4cce-ba01-4e96f8cf97b9,D,"D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,"35 Electricity, gas, steam and air conditioning supply",351,"35.1 Electric power generation, transmission and distribution","D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY 35 Electricity, gas, steam and air conditioning supply 35.1 Electric power generation, transmission and distribution This group includes the generation of electric power, transmission from generating facilities to distribution centres and distribution to end users. Trade and storage of electric power are also included."
47b747bb-5bbf-40d5-aa3e-8d4a79238502,G,G WHOLESALE AND RETAIL TRADE,47,47 Retail trade,477,"47.7 Retail sale of other goods, except motor vehicles and motorcycles","G WHOLESALE AND RETAIL TRADE 47 Retail trade 47.7 Retail sale of other goods, except motor vehicles and motorcycles This group includes the specialised retail sale of various goods not elsewhere classified (for example, clothing, footwear and leather articles, pharmaceutical and medical goods, watches, souvenirs, cleaning products, toiletries, flowers, pets). This group also includes:
- retail sale of second-hand goods"
47c27a07-4657-42b7-adee-d805902c1ff8,F,F CONSTRUCTION,42,42 Civil engineering,429,42.9 Construction of other civil engineering projects,F CONSTRUCTION 42 Civil engineering 42.9 Construction of other civil engineering projects
47dd863b-b124-4bb1-bb42-a9498492a8cb,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,71 Architectural and engineering activities; technical testing and analysis,711,71.1 Architectural and engineering activities and related technical consultancy,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 71 Architectural and engineering activities; technical testing and analysis 71.1 Architectural and engineering activities and related technical consultancy This group includes the provision of architectural services, engineering services, drafting services, building inspection services, surveying and mapping services, and so on."
47dd863b-b124-4bb1-bb42-a9498492a8cb,B,B MINING AND QUARRYING,09,09 Mining support service activities,091,09.1 Support activities for petroleum and natural gas extraction,B MINING AND QUARRYING 09 Mining support service activities 09.1 Support activities for petroleum and natural gas extraction
47dd863b-b124-4bb1-bb42-a9498492a8cb,B,B MINING AND QUARRYING,06,06 Extraction of crude petroleum and natural gas,062,06.2 Extraction of natural gas,B MINING AND QUARRYING 06 Extraction of crude petroleum and natural gas 06.2 Extraction of natural gas
47dd863b-b124-4bb1-bb42-a9498492a8cb,B,B MINING AND QUARRYING,05,05 Mining of coal and lignite,052,05.2 Mining of lignite,B MINING AND QUARRYING 05 Mining of coal and lignite 05.2 Mining of lignite
47dd863b-b124-4bb1-bb42-a9498492a8cb,B,B MINING AND QUARRYING,06,06 Extraction of crude petroleum and natural gas,061,06.1 Extraction of crude petroleum,B MINING AND QUARRYING 06 Extraction of crude petroleum and natural gas 06.1 Extraction of crude petroleum
47dd863b-b124-4bb1-bb42-a9498492a8cb,B,B MINING AND QUARRYING,09,09 Mining support service activities,099,09.9 Support activities for other mining and quarrying,B MINING AND QUARRYING 09 Mining support service activities 09.9 Support activities for other mining and quarrying
47e4135b-95d1-4462-920c-afcbd7c4d9be,O,O ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,77 Rental and leasing activities,773,"77.3 Rental and leasing of other machinery, equipment and tangible goods","O ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES 77 Rental and leasing activities 77.3 Rental and leasing of other machinery, equipment and tangible goods"
47e81c7f-2d04-4a60-a8ff-9913c36d8344,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,"73 Activities of advertising, market research and public relations",731,73.1 Advertising,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 73 Activities of advertising, market research and public relations 73.1 Advertising"
47e81c7f-2d04-4a60-a8ff-9913c36d8344,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,70 Activities of head offices and management consultancy,702,70.2 Business and other management consultancy activities,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 70 Activities of head offices and management consultancy 70.2 Business and other management consultancy activities"
480d2853-db07-43d4-847f-7ffdd8d368f5,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"74 Other professional, scientific and technical activities",742,74.2 Photographic activities,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 74 Other professional, scientific and technical activities 74.2 Photographic activities"
48318e0f-b54b-4654-b296-47c8e544da23,C,C MANUFACTURING,16,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"16.2 Manufacture of products of wood, cork, straw and plaiting materials","C MANUFACTURING 16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials 16.2 Manufacture of products of wood, cork, straw and plaiting materials This group includes the manufacture of products of wood, cork, straw or plaiting materials, including basic shapes as well as assembled products."
484ca14a-8e11-4ae1-ba9c-901cd86df56b,G,G WHOLESALE AND RETAIL TRADE,46,46 Wholesale trade,464,46.4 Wholesale of household goods,"G WHOLESALE AND RETAIL TRADE 46 Wholesale trade 46.4 Wholesale of household goods This group includes the wholesale of household goods, including textiles and furniture."
4874fa37-0cd1-4a68-aed8-a838851f242d,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,71 Architectural and engineering activities; technical testing and analysis,711,71.1 Architectural and engineering activities and related technical consultancy,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 71 Architectural and engineering activities; technical testing and analysis 71.1 Architectural and engineering activities and related technical consultancy This group includes the provision of architectural services, engineering services, drafting services, building inspection services, surveying and mapping services, and so on."
4874fa37-0cd1-4a68-aed8-a838851f242d,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"74 Other professional, scientific and technical activities",743,74.3 Translation and interpretation activities,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 74 Other professional, scientific and technical activities 74.3 Translation and interpretation activities"
4887c8a5-35d3-44c3-be69-346027e485f0,I,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55,55 Accommodation,551,55.1 Hotels and similar accommodation,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES 55 Accommodation 55.1 Hotels and similar accommodation
4887c8a5-35d3-44c3-be69-346027e485f0,S,"S ARTS, SPORTS AND RECREATION",93,93 Sports activities and amusement and recreation activities,932,93.2 Amusement and recreation activities,"S ARTS, SPORTS AND RECREATION 93 Sports activities and amusement and recreation activities 93.2 Amusement and recreation activities This group includes a wide range of units that operate facilities or provide services to meet the varied recreational interests of their patrons. It includes the operation of a variety of attractions (for example, mechanical rides, water rides, games, shows, theme exhibits and picnic grounds)."
489b9a38-89a2-425c-95b9-79cec66379e1,T,T OTHER SERVICE ACTIVITIES,96,96 Personal service activities,962,"96.2 Hairdressing, beauty treatment, day spa and similar activities","T OTHER SERVICE ACTIVITIES 96 Personal service activities 96.2 Hairdressing, beauty treatment, day spa and similar activities"
48b336d2-7ffb-49a3-a010-444b68ddd12d,C,C MANUFACTURING,10,10 Manufacture of food products,101,10.1 Processing and preserving of meat and production of meat products,C MANUFACTURING 10 Manufacture of food products 10.1 Processing and preserving of meat and production of meat products
48c8eccb-4bd0-487e-a187-4953cbbe956e,J,"J PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",59,"59 Motion picture, video and television programme production, sound recording and music publishing activities",591,"59.1 Motion picture, video and television programme activities","J PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES 59 Motion picture, video and television programme production, sound recording and music publishing activities 59.1 Motion picture, video and television programme activities This group includes the production of theatrical and non-theatrical motion pictures, videos or audiovisual works, whether on film, hard drive or other digital storage media, associated with digital distribution, for direct projection in theatres or for broadcasting or streaming; supporting post-production activities (for example, film editing, cutting, dubbing or conversion to video streaming formats); distribution of motion pictures or other audiovisual productions to other industries as well as their projection. Buying and selling of motion pictures or other audiovisual production distribution rights are also included."
48cff102-9fe2-4e0f-8156-88fd8a686e6c,C,C MANUFACTURING,13,13 Manufacture of textiles,131,13.1 Preparation and spinning of textile fibres,C MANUFACTURING 13 Manufacture of textiles 13.1 Preparation and spinning of textile fibres
49023c69-302f-4671-b26f-7229d1a53915,Q,Q EDUCATION,85,85 Education,854,85.4 Tertiary education,Q EDUCATION 85 Education 85.4 Tertiary education
490d0c6f-0dc8-4825-9f17-207749fb1785,C,C MANUFACTURING,33,"33 Repair, maintenance and installation of machinery and equipment",331,"33.1 Repair and maintenance of fabricated metal products, machinery and equipment","C MANUFACTURING 33 Repair, maintenance and installation of machinery and equipment 33.1 Repair and maintenance of fabricated metal products, machinery and equipment This group includes the specialised repair of goods produced in the manufacturing sector with the aim to restore these metal products, machinery, equipment and other products to working order. The provision of general or routine maintenance (in other words, servicing) on such products to ensure they work efficiently and to prevent breakdown and unnecessary repairs is included."
4910419f-b4af-4f59-b544-9dbebc8a74f0,C,C MANUFACTURING,33,"33 Repair, maintenance and installation of machinery and equipment",331,"33.1 Repair and maintenance of fabricated metal products, machinery and equipment","C MANUFACTURING 33 Repair, maintenance and installation of machinery and equipment 33.1 Repair and maintenance of fabricated metal products, machinery and equipment This group includes the specialised repair of goods produced in the manufacturing sector with the aim to restore these metal products, machinery, equipment and other products to working order. The provision of general or routine maintenance (in other words, servicing) on such products to ensure they work efficiently and to prevent breakdown and unnecessary repairs is included."
491cf76d-eb0d-4f15-90f0-3f5c9b11472a,S,"S ARTS, SPORTS AND RECREATION",92,92 Gambling and betting activities,920,92.0 Gambling and betting activities,"S ARTS, SPORTS AND RECREATION 92 Gambling and betting activities 92.0 Gambling and betting activities"
49607371-2712-4b0a-8d7c-1b4bc22d9581,G,G WHOLESALE AND RETAIL TRADE,46,46 Wholesale trade,468,46.8 Other specialised wholesale,"G WHOLESALE AND RETAIL TRADE 46 Wholesale trade 46.8 Other specialised wholesale This group includes:
- other specialised wholesale activities not classified in groups 46.2 to 46.7 of this division.
- the wholesale of intermediate products, except agricultural, typically not for household use"
49713da4-4e97-4f82-bd1c-16ce7f9179b7,S,"S ARTS, SPORTS AND RECREATION",90,90 Arts creation and performing arts activities,903,90.3 Support activities to arts creation and performing arts,"S ARTS, SPORTS AND RECREATION 90 Arts creation and performing arts activities 90.3 Support activities to arts creation and performing arts This group includes support activities to arts creation and performing arts. It includes activities supporting the production of theatre, opera and ballet performances, musicals, events and others, activities of producers of artistic performances, inside or outside the premises."
4975c4cc-a89f-4ea8-82aa-501258dfb2f9,L,L FINANCIAL AND INSURANCE ACTIVITIES,65,"65 Insurance, reinsurance and pension funding, except compulsory social security",651,65.1 Insurance,"L FINANCIAL AND INSURANCE ACTIVITIES 65 Insurance, reinsurance and pension funding, except compulsory social security 65.1 Insurance This group includes life insurance with or without a substantial savings element and non-life insurance.

This group includes:
- life insurance and life reinsurance with or without a substantial savings element and other non-life insurance
- activities of insurance providers on own account
- pooling and assuming insurance risks This group also includes captive insurance activities."
497a65bf-04e5-48ed-939e-2a68419f8144,A,"A AGRICULTURE, FORESTRY AND FISHING",01,"01 Crop and animal production, hunting and related service activities",012,01.2 Growing of perennial crops,"A AGRICULTURE, FORESTRY AND FISHING 01 Crop and animal production, hunting and related service activities 01.2 Growing of perennial crops This group includes the growing of perennial crops, in other words, plants that last for more than two growing seasons, either dying back after each season or growing continuously. Further included is the growing of these plants for the purpose of seed production."
497a65bf-04e5-48ed-939e-2a68419f8144,C,C MANUFACTURING,11,11 Manufacture of beverages,110,11.0 Manufacture of beverages,C MANUFACTURING 11 Manufacture of beverages 11.0 Manufacture of beverages
497a65bf-04e5-48ed-939e-2a68419f8144,G,G WHOLESALE AND RETAIL TRADE,46,46 Wholesale trade,463,"46.3 Wholesale of food, beverages and tobacco","G WHOLESALE AND RETAIL TRADE 46 Wholesale trade 46.3 Wholesale of food, beverages and tobacco This group includes:
- wholesale of fresh, preserved and frozen food
- specialised and non-specialised wholesale of food, beverages and tobacco"
499f80e3-860c-48ef-8286-be929a93e254,I,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,56 Food and beverage service activities,563,56.3 Beverage serving activities,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES 56 Food and beverage service activities 56.3 Beverage serving activities
499f80e3-860c-48ef-8286-be929a93e254,I,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,56 Food and beverage service activities,561,56.1 Restaurants and mobile food service activities,"I ACCOMMODATION AND FOOD SERVICE ACTIVITIES 56 Food and beverage service activities 56.1 Restaurants and mobile food service activities This group includes:
- restaurant and mobile food service activities for a general public, on a regular basis"
49b21ca8-04be-4912-a2f7-0170550e18fa,C,C MANUFACTURING,18,18 Printing and reproduction of recorded media,181,18.1 Printing and service activities related to printing,"C MANUFACTURING 18 Printing and reproduction of recorded media 18.1 Printing and service activities related to printing This group includes the printing of products (for example, newspapers, books, periodicals, business forms and greeting cards), printing on T-shirts and other types of material, and associated support activities (for example, bookbinding, plate-making services, data imaging). Printing can be done using various techniques and on different materials."
49c3db8c-c586-42d1-9726-f65d8303c0b1,J,"J PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES",58,58 Publishing activities,581,"58.1 Publishing of books, newspapers and other publishing activities, except software publishing","J PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES 58 Publishing activities 58.1 Publishing of books, newspapers and other publishing activities, except software publishing This group includes activities of publishing books, newspapers, magazines and other periodicals, directories, compilations, mailing lists and other works (for example, catalogues, photographs, calendars, greeting cards, postcards, forms, posters, reproductions of works of art). These works are characterised by the intellectual creativity required in their development and are usually protected by copyright. All the feasible forms of publishing (in print, digital, analogue, or any other form) are included."
49ca9fe4-4513-4657-b27f-eaad11e6158a,S,"S ARTS, SPORTS AND RECREATION",92,92 Gambling and betting activities,920,92.0 Gambling and betting activities,"S ARTS, SPORTS AND RECREATION 92 Gambling and betting activities 92.0 Gambling and betting activities"
49e28648-4fa8-4b36-ac4d-781c108547bf,H,H TRANSPORTATION AND STORAGE,52,"52 Warehousing, storage and support activities for transportation",522,52.2 Support activities for transportation,"H TRANSPORTATION AND STORAGE 52 Warehousing, storage and support activities for transportation 52.2 Support activities for transportation This group includes activities supporting the transport of passengers or freight, including the operation of transport facilities and parts of the transport infrastructure and activities related to handling freight before, after or between transport segments."
49e4e358-8ba3-4a05-8ef9-abb73156f5f7,R,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,86 Human health activities,869,86.9 Other human health activities,"R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES 86 Human health activities 86.9 Other human health activities This group includes medical, curative, rehabilitative or prevention activities (without the provision of accommodation services) by paramedical practitioners and health professionals other than hospitals or practicing medical doctors."
49f1e9aa-189b-4417-afaa-373cc4ffeea1,C,C MANUFACTURING,23,23 Manufacture of other non-metallic mineral products,231,23.1 Manufacture of glass and glass products,"C MANUFACTURING 23 Manufacture of other non-metallic mineral products 23.1 Manufacture of glass and glass products This group includes glass in all its forms, made by any process, and articles of glass."
4a1125ee-5728-4b1f-b655-7b8eb2e27660,I,I ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,56 Food and beverage service activities,561,56.1 Restaurants and mobile food service activities,"I ACCOMMODATION AND FOOD SERVICE ACTIVITIES 56 Food and beverage service activities 56.1 Restaurants and mobile food service activities This group includes:
- restaurant and mobile food service activities for a general public, on a regular basis"
4a13bafa-a2ac-4864-a278-176ea5969280,G,G WHOLESALE AND RETAIL TRADE,46,46 Wholesale trade,468,46.8 Other specialised wholesale,"G WHOLESALE AND RETAIL TRADE 46 Wholesale trade 46.8 Other specialised wholesale This group includes:
- other specialised wholesale activities not classified in groups 46.2 to 46.7 of this division.
- the wholesale of intermediate products, except agricultural, typically not for household use"
4a215d87-8363-4db2-a661-3c0d816b2a70,B,B MINING AND QUARRYING,08,08 Other mining and quarrying,089,08.9 Mining and quarrying n.e.c.,B MINING AND QUARRYING 08 Other mining and quarrying 08.9 Mining and quarrying n.e.c.
4a215d87-8363-4db2-a661-3c0d816b2a70,B,B MINING AND QUARRYING,09,09 Mining support service activities,099,09.9 Support activities for other mining and quarrying,B MINING AND QUARRYING 09 Mining support service activities 09.9 Support activities for other mining and quarrying
4a246568-007e-46a8-a151-b98082ed6b50,C,C MANUFACTURING,15,15 Manufacture of leather and related products of other materials,152,15.2 Manufacture of footwear,C MANUFACTURING 15 Manufacture of leather and related products of other materials 15.2 Manufacture of footwear
4a29eab1-5f02-4723-a863-e2d5a0614dfa,P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,84 Public administration and defence; compulsory social security,841,"84.1 Administration of the State and the economic, social and environmental policies of the community","P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY 84 Public administration and defence; compulsory social security 84.1 Administration of the State and the economic, social and environmental policies of the community This group includes general administration (for example, executive, legislative and financial administration, at all levels of government) and supervision in the field of social, economic and environmental policy of the community."
4a30b421-2fda-42d6-b7e1-1c31753f061d,C,C MANUFACTURING,22,22 Manufacture of rubber and plastic products,222,22.2 Manufacture of plastic products,"C MANUFACTURING 22 Manufacture of rubber and plastic products 22.2 Manufacture of plastic products This group comprises processing new or spent (in other words, recycled) plastic resins into intermediate or final products, using processes such as compression moulding; extrusion moulding; injection moulding; blow moulding; casting. For most of these, the production process is such that a wide variety of products can be made."
4a375b68-88a0-4e5f-99ce-9b01341dfb81,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,72 Scientific research and development,721,72.1 Research and experimental development on natural sciences and engineering,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 72 Scientific research and development 72.1 Research and experimental development on natural sciences and engineering"
4a375b68-88a0-4e5f-99ce-9b01341dfb81,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,71 Architectural and engineering activities; technical testing and analysis,711,71.1 Architectural and engineering activities and related technical consultancy,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 71 Architectural and engineering activities; technical testing and analysis 71.1 Architectural and engineering activities and related technical consultancy This group includes the provision of architectural services, engineering services, drafting services, building inspection services, surveying and mapping services, and so on."
4a375b68-88a0-4e5f-99ce-9b01341dfb81,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,71 Architectural and engineering activities; technical testing and analysis,712,71.2 Technical testing and analysis,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES 71 Architectural and engineering activities; technical testing and analysis 71.2 Technical testing and analysis"
4a39fddb-17e7-4431-be03-613edab8d1c8,P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,84 Public administration and defence; compulsory social security,841,"84.1 Administration of the State and the economic, social and environmental policies of the community","P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY 84 Public administration and defence; compulsory social security 84.1 Administration of the State and the economic, social and environmental policies of the community This group includes general administration (for example, executive, legislative and financial administration, at all levels of government) and supervision in the field of social, economic and environmental policy of the community."
4a3f40a8-0587-494c-b8d3-7098b8c5992f,P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,84 Public administration and defence; compulsory social security,842,84.2 Provision of services to the community as a whole,"P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY 84 Public administration and defence; compulsory social security 84.2 Provision of services to the community as a whole This group includes foreign affairs, defence, justice, public order and safety activities."
4a5b3686-eea4-4ba0-b446-33f7b6a95aed,R,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,86 Human health activities,869,86.9 Other human health activities,"R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES 86 Human health activities 86.9 Other human health activities This group includes medical, curative, rehabilitative or prevention activities (without the provision of accommodation services) by paramedical practitioners and health professionals other than hospitals or practicing medical doctors."
4a5b3686-eea4-4ba0-b446-33f7b6a95aed,R,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,86 Human health activities,861,86.1 Hospital activities,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES 86 Human health activities 86.1 Hospital activities
4a5b3686-eea4-4ba0-b446-33f7b6a95aed,R,R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,86 Human health activities,862,86.2 Medical and dental practice activities,"R HUMAN HEALTH AND SOCIAL WORK ACTIVITIES 86 Human health activities 86.2 Medical and dental practice activities This group includes medical consultation and treatment, performed by general medical practitioners and medical specialists (for example, medical doctors, dentists), legally recognised to treat patients.

These activities can be carried out in private practice, group practices, hospital outpatient clinics and in clinics attached to businesses, schools, homes for older persons, labour organisations and fraternal organisations, as well as in patients’ homes. This group also includes:
- private consultants’ services to inpatients"
4a5ceaae-0f05-4091-bdbf-59f250ce6374,C,C MANUFACTURING,22,22 Manufacture of rubber and plastic products,222,22.2 Manufacture of plastic products,"C MANUFACTURING 22 Manufacture of rubber and plastic products 22.2 Manufacture of plastic products This group comprises processing new or spent (in other words, recycled) plastic resins into intermediate or final products, using processes such as compression moulding; extrusion moulding; injection moulding; blow moulding; casting. For most of these, the production process is such that a wide variety of products can be made."
4ac3c3a0-eb56-491f-8d21-1e5539a05b54,Q,Q EDUCATION,85,85 Education,855,85.5 Other education,"Q EDUCATION 85 Education 85.5 Other education This group includes education (including non-formal) which is neither part of initial education in the regular school system, nor equivalent in programme content and qualifications to those programmes. It includes training for any professional, hobby or self-development purposes for both children and adults, including non-formal continuing vocational education and training. Non-formal education is defined by ISCED-P 2011 as institutionalised, intentional and planned by an education provider, as an addition, alternative and/or complement to formal education within the process of an individual’s lifelong learning. It targets people of all ages but does not necessarily apply a continuous pathway/structure; it may be short in duration and/or low-intensity, and it is typically provided in the form of short courses, workshops or seminars.

This group includes the provision of athletic instruction to groups or individuals, foreign language instruction, instruction in the arts, drama or music, as well as other instruction or specialised training provided by camps and schools, not comparable to the education in groups 85.1 to 85.4. This group also includes education activities run by self-employed / own account / individual / independent lecturers (tutors, academics, instructors)."
4ad4024e-d1d3-4dea-b6d1-2c7948111dce,T,T OTHER SERVICE ACTIVITIES,95,"95 Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",953,95.3 Repair and maintenance of motor vehicles and motorcycles,"T OTHER SERVICE ACTIVITIES 95 Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles 95.3 Repair and maintenance of motor vehicles and motorcycles This group includes the repair and maintenance of motor vehicles and motorcycles."
