esco_id,occupationUri,preferredLabel,combined_text
0978,http://data.europa.eu/esco/occupation/4ed36f4c-9d5b-4a01-bf59-7f3c7844ce95,scenic painter,"scenic painter scenery artist
scenic artist
scenic painter & artist
scenery painter
theatre scene painter
scene painter
theater scene painter
scenic painter and artist Scenic painters decorate sets for live performances. They employ a broad variety of crafting and painting techniques such as figurative painting, landscape painting and Trompe-l'œil to create convincing scenes. Their work is based on artistic vision, sketches and pictures. They work in close cooperation with the designers. work ergonomically, understand artistic concepts, adapt sets, develop an artistic framework, use personal protection equipment, adapt to artists' creative demands, prevent fire in a performance environment, prepare personal work environment, maintain theatre equipment, paint sets, translate artistic concepts to technical designs, work safely with chemicals, meet deadlines, maintain workshop space, define set painting methods, work with respect for own safety, transfer designs, interpret artistic intentions, maintain theatre sets, use genre painting techniques, keep up with trends, follow safety procedures when working at heights"
0979,http://data.europa.eu/esco/occupation/4ed9ce62-75d4-4b05-80d4-e86528fecdcd,recycling worker,"recycling worker household waste reclamation worker
waste recycling site worker
waste reclamation worker
vehicle dismantler
recycling site operative
recycling operative
reclamation worker
recycling site worker
car dissasembler
vehicle breaker
household waste recycling site operative
commercial waste reclamation worker
car breaker
waste recycling site operative
household waste recycling site worker Recycling workers clean materials and remove waste, and ensure the waste and collected materials are sorted in the appropriate recycling containers. They also dismantle vehicles and sort the parts collected, and deposit recyclable materials onto conveyor belts where they can be further sorted. assess waste type, operate recycling processing equipment, ensure compliance with waste legislative regulations, troubleshoot, use personal protection equipment, handle chemical cleaning agents, dismantle broken appliances, manage waste, collect broken appliances"
0980,http://data.europa.eu/esco/occupation/4edbde9f-218e-49c7-812f-c45262fb4128,housing support worker,"housing support worker housing officer
housing advisor
support worker (housing)
senior housing support worker
assistant housing support worker
housing outreach worker
housing advice worker
housing support officer Housing support workers provide support and assistance to elderly, people with a physical impairment or learning disability, homeless people, ex-drug addicts, ex-alcohol addicts or ex-offenders. support harmed social service users, provide social counselling, assist individuals with disabilities in community activities, involve service users and carers in care planning, work within communities, meet standards of practice in social services, support social service users in skills management, apply quality standards in social services, apply problem solving in social service, protect vulnerable social service users, contribute to protecting individuals from harm, monitor service users' health, undertake risk assessment of social service users, deliver social services in diverse cultural communities, conduct interview in social service, demonstrate leadership in social service cases, communicate professionally with colleagues in other fields, follow health and safety precautions in social care practices, promote social change, advocate for social service users, prevent social problems, support social service users' positiveness, maintain privacy of service users, support service users in developing skills, promote service users' rights, apply person-centred care, encourage social service users to preserve their independence in their daily activities, assess social service users' situation, assist social service users with physical disabilities, support social service users to live at home, relate empathetically, support service users to use technological aids, listen actively, manage social crisis, review social service plan, apply decision making within social work, adhere to organisational guidelines, apply holistic approach within social services, work in a multicultural environment in health care, apply socially just working principles, promote inclusion, maintain records of work with service users, report on social development, undertake continuous professional development in social work, tolerate stress, refer service users to community resources, advise on housing, apply organisational techniques, communicate with social service users, support social service users with specific communication needs, assist social service users in formulating complaints, maintain the trust of service users, accept own accountability, manage stress in the work place, comply with legislation in social services, build helping relationship with social service users"
0981,http://data.europa.eu/esco/occupation/4efdf62f-a1d9-450e-aebc-2d6a6110f05d,community artist,"community artist community & participatory artist
dance leader
hospital clown
artist & community facilitator
community arts facilitator
community arts worker
community arts practitioner
artist in mediation
community dance leader
community dance practitioner
community dance artist
community arts project leader
community drama artist Community artists research, plan, organise and lead artistic activities for people brought together by a shared interest, capacity, environment or condition. They manage and coordinate creative projects with local groups and individuals to foster their artistic creativity and improve their quality of life. Community artists make the arts accessible to the community they work for, and provide opportunities for participants to shape their artistic programme. record lessons learnt from your sessions, assess data collected to improve community arts programme, develop a coaching style, manage participants' expectations in arts, identify sources on potential target communities for art, develop educational resources, direct community arts activities, coordinate community arts activities, study community as a target community, communicate with target community, research your target community, discuss artwork, develop artistic educational activities, contextualise artistic work, develop cultural activities, assess community arts programme resources, approve reports for artistic project, collaborate with stakeholders in leading community arts, manage personal professional development, interact with an audience, work with respect for own safety, define artistic approach, balance participants' personal needs with group needs, develop artistic coaching programme, participate in artistic mediation activities, assess your competencies in leading community arts"
0982,http://data.europa.eu/esco/occupation/4efee3ed-de09-44c6-bd4a-d9eaafd04683,process metallurgist,"process metallurgist process metallurgy science researcher
process metallurgy research analyst
process metallurgy adviser
process metallurgy research scientist
process metallurgy analyst
process metallurgy consultant
steel industry experts
process metallurgy scientist
process metallurgy scholar
processing metallurgist
process metallurgy specialist
process metallurgy researcher
process metallurgy expert Process metallurgists study the characteristics of ores including copper, nickel and iron ores and the performance of various metals and alloys. ensure compliance with environmental legislation, join metals, troubleshoot, manipulate metal, monitor manufacturing quality standards, ensure public safety and security, work in metal manufacture teams, ensure health and safety in manufacturing, make time-critical decisions, prepare scientific reports, address problems critically, assess suitability of metal types for specific application"
0983,http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,podiatry assistant,"podiatry assistant assistant in podiatric foot care
chiropody assistant
foot care assistant
podiatry foot care assistant
podology assistant
assistant in chiropody
assistant practitioner in podiatry
assistant in podiatry
assistant in podology Podiatry assistants help the podiatrist by carrying out supportive tasks such as assisting in diagnosing and treating the disorders, diseases and deformities of the feet, advising people on foot care techniques and the importance of foot care for promoting better mobility and general well-being. They also perform small tasks such as cutting toe nails, applying plasters and general clerical duties. respond to changing situations in health care, provide footwear advice to patients, recommend orthotic devices, record treated patient's information, provide medication information, treat patients' nails, communicate in healthcare, promote foot health, follow clinical guidelines, advise on healthcare users' informed consent, shape nails, comply with quality standards related to healthcare practice, ensure safety of healthcare users, collect healthcare user data under supervision, develop a collaborative therapeutic relationship, perform clinical coding procedures, maintain medical devices"
0984,http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,hardwood floor layer,"hardwood floor layer timber floor layer
installer of harwood floors
parquet floor installer
wood floor layer
parquet floor layer
hardwood floor installer Hardwood floor layers install floors made of solid wood. They prepare the surface, cut parquet or board elements to size, and lay them in a predetermined pattern, straight and flush. create floor plan template, install wood elements in structures, work ergonomically, pin parquet, join wood elements, fill nail holes in wood planks, transport construction supplies, inspect construction supplies, lacquer wood surfaces, create smooth wood surface, identify wood warp, prepare surface for hardwood floor laying, follow health and safety procedures in construction, monitor processing environment conditions, interpret 3D plans, clean wood surface, use measurement instruments, wax wood surfaces, interpret 2D plans, lay underlayment"
0985,http://data.europa.eu/esco/occupation/4f2f2539-3e38-4393-9dac-a9a48af7cd32,casting director,"casting director casting recruiter
extras casting director
film casting director
talent director
casting coordinator
movie casting director
executive of casting
talent booker
motion picture casting director
TV casting director Casting directors select actors for all roles in a motion picture or television series. They co-operate with the producer and director to determine what they are looking for. Casting directors contact talent agents and organise interviews and auditions for the parts. They determine the fees and contracts for the actors and extras. read scripts, consult with motion picture producer, consult with production director, familiarise with personal directing styles, organise auditions, match actors to roles, contact talent agents, study relationships between characters, follow directions of the artistic director, develop professional network, carry out auditions, discover acting talent, negotiate with artists, carry out interviews to select artistic team members"
0986,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,strategic planning manager,"strategic planning manager strategy manager
corporate strategist
business continuity planning director
business continuity strategy director
strategic development manager
strategic business planning manager
innovation and strategy specialist
strategy adviser
strategic manager
planning manager Strategic planning managers create, together with a team of managers, the strategic plans of the company as a whole, and provide coordination in the implementation per department. They help to interpret the overall plan and create a detailed plan for each one of the departments and branches. They ensure consistency in the implementation. integrate strategic foundation in daily performance, imprint visionary aspirations into the business management, develop organisational policies, lead managers of company departments, use different communication channels, advise on communication strategies, implement operational business plans, apply strategic thinking, monitor company policy, follow the statutory obligations, advise on efficiency improvements, implement strategic management, impart business plans to collaborators, develop company strategies, ensure compliance with policies, define organisational standards, develop business plans, liaise with managers, implement strategic planning"
0987,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,sensor engineer,"sensor engineer sensor technology engineering specialist
electronic sensor engineer
sensor engineering expert
sensor design engineer
sensors engineer
sensor designer
sensor technology engineer
sensor engineering specialist
engineer in sensor technology
sensor engineering consultant
sensor technology engineering expert
sensor systems engineer
engineer of sensors
sensor and actuator engineer
sensor engineers
sensor engineering adviser
sensor developer
sensor development engineer
actuator and sensor engineer
specialist sensor engineer
electronics sensor engineer
sensor technology engineering adviser
engineer of sensors and actuators
sensor technology engineering consultant
engineer specialised in sensor technology Sensor engineers design and develop sensors, sensor systems and products that are equipped with sensors. They plan and monitor the manufacture of these products. manage research data, conduct literature research, develop electronic test procedures, interact professionally in research and professional environments, operate open source software, perform data analysis, record test data, demonstrate disciplinary expertise, conduct quality control analysis, adjust engineering designs, use technical drawing software, test sensors, analyse test data, think abstractly, manage personal professional development, read engineering drawings, design prototypes, abide by regulations on banned materials, report analysis results, operate scientific measuring equipment, perform project management, prepare production prototypes, approve engineering design, synthesise information, design sensors, model sensor"
0988,http://data.europa.eu/esco/occupation/4f5bc9a5-e989-409b-bfb5-973b472163cd,educational psychologist,"educational psychologist students psycology specialist
educational psychology specialist
students psychologist
school psychology practitioner
psychologist in education institution
practitioner of educational psychology
students' psychology assistant
school psychologist
practitioner in school psychology
specialist in educational psychology
practitioner in educational psychology
educational psychology practitioner Educational psychologists are psychologists employed by educational institutions to provide psychological and emotional support to students in need. They are specialised in the provision of direct support and interventions to students, conducting psychological testing and assessment, and consulting with families, teachers and other school-based student support professionals, such as school social workers and educational counsellors, about the students. They may also work with the school administration to improve practical support strategies in order to improve the students' well-being. consult student's support system, monitor student's behaviour, liaise with educational support staff, apply crisis intervention, test for emotional patterns, perform educational testing, diagnose education problems, test for behavioural patterns, diagnose psychiatric symptoms, use psychoeducation, interpret psychological tests, listen actively, monitor therapeutic progress, communicate with youth, liaise with educational staff, counsel students"
0989,http://data.europa.eu/esco/occupation/4f5e4fb1-58bd-4abd-bb06-4af9203a1518,filing machine operator,"filing machine operator reciprocating filing machine setter
metal finishing machine operator
reciprocating file operator
filing room operative
wood filer
filing room operator
metal filing machine operative
stapling machine operator
metal finishing machine setter
band filing machine setter
wood filing machine operator
stapling machine operative
filing machine technician
bench filing machine operator
filing machine tender
band filing machine tender
filing plant operative
reciprocating filing machine operative
filing machine operative
bench filing machine operative
band filing machine operative
filing and stapling machine technician
filing and stapling machine operative
filer
bench filing machine setter
metal filing machine tender
metal filing machine operator
filing and stapling machine apprentice
reciprocating filing machine tender
reciprocating filing machine operator
filing machine worker
metal filer
filing machine specialist
bench filing machine tender
filing machinist
stapling machine tender
plastic filer
metal finishing machine operative
filing and stapling machine tender
band filing machine operator
plastic filing machine operator
filing plant operator
metal finishing machine tender
filing and stapling machine operator
metal filing machine setter Filing machine operators set up and tend filing machines such as band files, reciprocating files and bench filing machines in order to smoothen metal, wood or plastic surfaces by precisely cutting and removing small amounts of excess material. remove inadequate workpieces, remove processed workpiece, perform test run, dispose of cutting waste material, wear appropriate protective gear, tend filing machine, ensure equipment availability, monitor automated machines, perform machine maintenance, supply machine, smooth burred surfaces, set up the controller of a machine"
0990,http://data.europa.eu/esco/occupation/4f7e7482-39e7-4f3a-bf11-763620f4b8e0,paper embossing press operator,"paper embossing press operator paper embossing press specialist
paper embosser technician
paper embosser
paper embossing & debossing press operator
paper embossing & debossing machine operator
paper paper embossing press operator
paper embosser worker
paper embossing and debossing press operator
paper embossing/debossing press operator
paper embossing press worker
paper embossing press technician
paper embossing machine operator
paper embossing machine tender
paper embossing/debossing machine operator
paper embosser operator
paper embossing and debossing machine operator
paper embossing press tender
paper embosser specialist Paper embossing press operators use a press to raise or recess certain areas of the medium, so as to create relief on the print. Two matching engraved dies are placed around the paper and pressure is applied to change the surface of the material. install embossing plates, troubleshoot, operate electric embossing press, perform test run, monitor automated machines, follow safety precautions in printing, supply machine, follow production schedule, set up the controller of a machine, replace die"
0991,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,political scientist,"political scientist war researcher
peace researcher
public administration researcher
political analyst
political scholar
political researcher
political studies research scientist
politics scienctist
political studies scientist
political studies scholar
pundit
peace and conflict researcher
political research scientist
political science researcher
political studies researcher Political scientists study political behaviour, activity and systems, including the elements that fall therein. Their study of the field ranges from the origins and evolution of various political systems to topical matters such as decision-making processes, political behaviour, political trends, society, and power perspectives. They advise governments and institutional organisations on governance matters. draft scientific or academic papers and technical documentation, manage research data, interact professionally in research and professional environments, disseminate results to the scientific community, operate open source software, speak different languages, apply statistical analysis techniques, evaluate research activities, demonstrate disciplinary expertise, increase the impact of science on policy and society, manage findable accessible interoperable and reusable data, perform scientific research, manage intellectual property rights, apply for research funding, apply scientific methods, apply research ethics and scientific integrity principles in research activities, promote open innovation in research, publish academic research, promote the transfer of knowledge, think abstractly, mentor individuals, manage personal professional development, write scientific publications, report analysis results, develop professional network with researchers and scientists, integrate gender dimension in research, perform project management, manage open publications, synthesise information, conduct research across disciplines, promote the participation of citizens in scientific and research activities, communicate with a non-scientific audience"
0992,http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3,social work assistant,"social work assistant social work assistant team member
support work assistant practitioner
assistant social worker
social work assistant practitioner
assistant support worker
support worker assistant
social work team assistant
support work assistant team member Social work assistants are practice-based professionals who promote social change and development, social cohesion, and the empowerment and liberation of people. Social work assistants assist guiding staff, helping clients to use services to claim benefits, access community resources, find jobs and training, obtain legal advice or deal with other local authority departments. They assist and work together with social workers. provide social counselling, meet standards of practice in social services, apply quality standards in social services, apply problem solving in social service, protect vulnerable social service users, contribute to protecting individuals from harm, provide support to social services users, deliver social services in diverse cultural communities, communicate professionally with colleagues in other fields, follow health and safety precautions in social care practices, plan social service process, prevent social problems, promote service users' rights, apply person-centred care, assess social service users' situation, relate empathetically, listen actively, manage social crisis, manage ethical issues within social services, review social service plan, work in a multicultural environment in health care, maintain records of work with service users, communicate with social service users, build helping relationship with social service users"
0993,http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,aquaculture harvesting manager,"aquaculture harvesting manager fish farm harvesting manager
manager of aquaculture harvesting
harvesting operations manager
aquaculture harvesting supervisor Aquaculture harvesting managers control harvesting operations of aquatic organisms which entails understanding and knowledge of techniques and equipment used in harvesting processes. collaborate with animal related professionals, apply fish harvest methods, assist in general veterinary medical procedures, maintain grading equipment, ensure compliance with aquaculture standards, set up fish harvesting equipment, inspect aquaculture equipment, estimate harvest costs, oversee harvest process, perform fish grading operations, support veterinary diagnostic procedures, prevent work accidents, prepare health certificates for fishery products, carry out fish disease prevention measures, apply animal hygiene practices, control aquatic production environment, develop stock health programmes, develop management plans to reduce risks in aquaculture, maintain fish harvesting equipment, harvest aquatic resources, identify legal requirements, ensure cage safety requirements are followed, supply veterinary medicine, train employees, ensure aquaculture personnel health and safety"
0994,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6,scientific laboratory technician,"scientific laboratory technician laboratory technology specialist
lab assistant
chemistry laboratory assistant
laboratory assistant
laboratory technology expert
laboratory technologist
laboratory research assistant Scientific laboratory technicians carry out laboratory-based research, analysis and testing and support life science professionals. They sample, test, measure, research and analyse in areas such as biology, biotechnology, environmental science, forensic science and pharmacology. Scientific laboratory technicians also observe and monitor laboratory activities, record test sequences and analyse the results. perform laboratory tests, mix chemicals, record test data, maintain laboratory equipment, wear appropriate protective gear, apply safety procedures in laboratory, calibrate laboratory equipment, work safely with chemicals, test chemical samples, perform sample testing, use chemical analysis equipment, operate scientific measuring equipment, prepare samples for testing"
0995,http://data.europa.eu/esco/occupation/5001506f-dd7d-4801-92ac-6f7e93b45133,industrial robot controller,"industrial robot controller robotic equipment operator
robotic equipment operative
industrial robot operative
industrial robot setter
delta robot controller
scara robot controller
industrial robot technician
industrial robot operator
industrial robot test technician
robot welder programmer
robotic welder programmer
industrial robotics controller
robotic equipment controller Industrial robot controllers operate and monitor industrial robots used in automation processes to perform various manufacturing activities such as lifting, welding and assembling. They ensure that the machines are working correctly and in sync with other industrial robots, maintain and repair defective parts, assess risks and perform tests. perform risk analysis, wear appropriate protective gear, maintain robotic equipment, monitor automated machines, perform machine maintenance, set up machine controls, set up the controller of a machine, adjust manufacturing equipment, maintain control systems for automated equipment"
0996,http://data.europa.eu/esco/occupation/500b7b14-507c-4c49-816d-c1d0b05b85e4,prosthetic-orthotics technician,"prosthetic-orthotics technician orthopaedic appliance maker
prosthetics maker
prosthetic brace maker
prosthetic devices maker
orthopaedic technician
orthotic and prosthetic technician
prosthetics assembler
O&P technician
orthotic appliance maker
prosthetic appliance maker
orthotic technician
prosthetic support maker
surgical appliance technician
surgical appliance maker
orthotics technician Prosthetic-orthotics technicians design, create, fit and repair supportive devices, such as braces, joints, arch supports, and other surgical and medical appliances. manipulate plastic, manipulate metal, manipulate wood, repair prosthetic-orthotic devices, use technical drawing software, finish prosthetic-orthotic devices, interpret prescriptions, maintain prosthetic-orthotic devices, test prosthetic-orthotic devices, manufacture prosthetic-orthotic devices, repair orthopedic goods"
0997,http://data.europa.eu/esco/occupation/501a3798-08bf-4475-88d2-0e8c9befb101,cooper,"cooper barrel assembler
wooden barrel constuctor
wooden barrel maker
wooden barrel builder
barrel constuctor
master barrel builder
barrel maker
wooden barrel assembler
master cooper Coopers build barrels and related products made of segments of wood, like wooden buckets. They shape the wood, fit hoops around them, and shape the barrel to hold the product, which contemporarily is usually premium alcoholic beverages. bend staves, char barrels, manipulate wood, make barrel heads, finish barrels, adjust cut sizes, sand wood, clean wood surface, assemble barrels"
0998,http://data.europa.eu/esco/occupation/502fe307-ae65-46cb-a485-e559b9a35266,injection moulding operator,"injection moulding operator plastic molding operator
plastic injection molding operator
plastic moulder
plastic injection molding machine operator
injection molding machine operator
injection moulder
thermoplastic molding operative
plastic injection moulding machine operator
injection moulding setter
injection molding setter
wax injection operator
thermoplastic molding operator
injection moulding operative
plastic moulding worker
thermoplastic molding worker
plastic moulding operative
injection molding operative
plastic molding operative
thermoplastic moulding operative
plastic injection moulding operator
injection moulding worker
plastic molding worker
injection moulding machine operator
injection molding worker
thermoplastic moulding worker
thermoplastic moulder Injection moulding operators operate and monitor injection moulding machines, in order to cast products from thermoplastic materials. They regulate the temperature, pressure, and volume of plastic, according to pre-defined specifications. Injection moulding operators also remove finished products and cut-away excess material, using a knife or other hand tools. optimise production processes parameters, monitor gauge, troubleshoot, install press dies, use personal protection equipment, trim excess material, monitor automated machines, tend injection moulding machine, consult technical resources, set up the controller of a machine, monitor valves"
0999,http://data.europa.eu/esco/occupation/503ea267-93e9-4b8c-ae5e-817fe7e4a245,street sweeper,"street sweeper sweeper of city streets
leaf vacuum operator
street maintenance worker
leaf-sucker operator
street sweeper driver Street sweepers operate sweeping equipment and machinery to remove waste, leaves or debris from streets. They maintain records of sweeping operations and maintain, clean and perform minor repairs to the equipment used. maintain personal hygiene standards when cleaning, work in outdoor conditions, disinfect surfaces, empty community waste collection bins, ensure compliance with waste legislative regulations, manage waste rock, perform ground maintenance activities, use personal protection equipment, clean public areas, supervise site maintenance, establish waste collection routes, carry out pressure washing activities, manage waste, maintain cleaning equipment, clear out drains, clean equipment, vacuum street debris, manage routine waste, clean public furniture, maintain street sweeping machine, operate mechanical street sweeping equipment, perform outdoor cleaning activities"
1000,http://data.europa.eu/esco/occupation/50609eb5-9957-4cbf-9b91-6f46ce49cfad,freight inspector,"freight inspector freight and cargo inspector
cargo inspector
freight surveyor
principal surveyor
inspector of freight
marine and cargo surveyor
cargo surveyor
freight & cargo inspector Freight inspectors determine if freight is secure and comes with the proper documentation. They inspect, manage and document freight shipments while verifying that the content comply with local, national and international regulations. observe freight shipment loaders, inspect hazardous freight in accordance with regulations, supervise unloading of cargo, supervise loading of cargo, keep task records, inspect freight, use rigging tools, adjust weight of cargo to capacity of freight transport vehicles, accommodate cargo in freight transport vehicle, conduct fact finding, operate railway freight monitoring technologies, ensure compliance with shipment regulations, handle freight inspection equipment, provide advice on breaches of regulation, perform inspections required by international conventions, monitor temperature in manufacturing process of food and beverages, prepare freight shipment reports, check for defects in railcars, analyse work-related written reports"
1001,http://data.europa.eu/esco/occupation/50743f62-3d5b-4ef6-b706-00d2b1adfcc3,residential home older adult care worker,"residential home older adult care worker residential support worker (older adults)
support worker (older adults in care)
older adult services worker
residential support worker
supported living support worker Residential home older adult care workers counsel and support elderly who have physical or mental disabilities. They monitor their progress and provide them with care in a positive living environment. They liaise with the clients' families in order to arrange their visits. support harmed social service users, provide social counselling, assist individuals with disabilities in community activities, involve service users and carers in care planning, work within communities, meet standards of practice in social services, support social service users in skills management, apply quality standards in social services, apply problem solving in social service, protect vulnerable social service users, contribute to protecting individuals from harm, monitor service users' health, undertake risk assessment of social service users, deliver social services in diverse cultural communities, conduct interview in social service, demonstrate leadership in social service cases, communicate professionally with colleagues in other fields, follow health and safety precautions in social care practices, promote social change, advocate for social service users, prevent social problems, support social service users' positiveness, maintain privacy of service users, support service users in developing skills, promote service users' rights, apply person-centred care, encourage social service users to preserve their independence in their daily activities, assess social service users' situation, assist social service users with physical disabilities, relate empathetically, support service users to use technological aids, listen actively, manage social crisis, review social service plan, apply decision making within social work, adhere to organisational guidelines, apply holistic approach within social services, evaluate older adults' ability to take care of themselves, work in a multicultural environment in health care, apply socially just working principles, promote inclusion, maintain records of work with service users, report on social development, undertake continuous professional development in social work, tolerate stress, refer service users to community resources, apply organisational techniques, communicate with social service users, support social service users with specific communication needs, assist social service users in formulating complaints, maintain the trust of service users, accept own accountability, manage stress in the work place, comply with legislation in social services, build helping relationship with social service users"
1002,http://data.europa.eu/esco/occupation/50760da6-abc3-424c-b159-8ddf0818e016,business valuer,"business valuer business valuation analyst
business valuation officer
chartered business valuator
valuator of business
chartered appraiser
business evaluator
businesses evaluator
businesses valuator
accredited business appraiser
business valuator
business valuers
business valuation consultant
business valuation specialist
business appraiser
valuator of businesses Business valuers provide valuation assessements of business entities, stock and other securities and intangible assets, in order to assist their clients in strategic decision-making procedures such as mergers and acquisitions, litigation cases, bankruptcy, taxation compliance and general restructuring of the companies. perform stock valuation, analyse business plans, interpret financial statements, apply strategic thinking, perform asset recognition, value properties, trade securities"
1003,http://data.europa.eu/esco/occupation/509f9452-ed18-4fbf-8a4c-d45de85aa2f7,pesticides sprayer,"pesticides sprayer spray technician
trees sprayer
pesticides applicator
lawn care chemical applicator
sprayer of pesticides Pesticides sprayers mix pesticides, insecticides, fungicides, and other chemical solutions, and apply them via technical equipment such as sprayers on trees, plants and lawns. They clean and maintain operating machinery and ensure the overall safety in designated areas. perform pest control, work in outdoor conditions, mix chemicals, maintain ground, use personal protection equipment, handling chemical products for soil and plants, work safely with chemicals, clean equipment, perform weed control operations, spray pesticides, manage pest and weed control, perform safety inspections on spraying equipment, complete report sheets of activity, work with respect for own safety"
1004,http://data.europa.eu/esco/occupation/50a66df6-c141-4b4a-937a-d3bc55737ae3,debt collector,"debt collector credit control agent
debt recovery agent
collections associate
collection agent
debt collection officer
debt collection agent
revenue agent
assistant debt collector
debt collection operative
payment collector
bill and account recovery agent
bill and account collector
senior debt collector
field debt collector
bill collector
third-party collector Debt collectors compile debt owned to the organisation or third parties, mostly in cases when the debt is past its due date. create solutions to problems, communicate with customers, maintain client debt records, keep task records, facilitate official agreement, assess customers, calculate debt costs, use communication techniques, pose questions referring to documents, perform debt investigation, process payments, enforce customer's debt repayment, have computer literacy, show diplomacy, secure sensitive customer's information"
1005,http://data.europa.eu/esco/occupation/50af07f0-7a75-424e-a66d-5a9deea10f4c,ICT accessibility tester,"ICT accessibility tester accessibility testers
usability tester
accessibility test specialist ICT accessibility testers evaluate websites, software applications, systems or user interface components with regards to friendliness, operability of the navigation and visibility to all types of users, especially including those with special needs or disabilities. use an application-specific interface, use experience map, test for emotional patterns, assess users' interaction with ICT applications, report test findings, provide software testing documentation, test for behavioural patterns, conduct research interview, execute software tests, execute ICT user research activities, address problems critically, measure software usability, test system accessibility for users with special needs, replicate customer software issues"
1006,http://data.europa.eu/esco/occupation/50b41847-6dad-4a2e-9427-a0374c2963fd,stage machinist,"stage machinist chief stage technician
theatre mechanist
theater machinist
flying system operator
flying operator
theater mechanist
stage & lighting technician
flyman
theatre machinist
set mechanics supervisor
set technician
scene-shifter
lighting and stage technician
stage and lighting technician
lighting & stage technician
stage mechanist
flying system technician Stage machinists manipulate sets and other elements in a performance based on the artistic or creative concept, in interaction with the performers. Their work is influenced by and influences the results of other operators. Therefore, the stage machinists work closely together with the designers, operators and performers. Stage machinists prepare and perform the setup, execute changeovers and operate manual fly bar systems. Their work is based on plans, instructions and calculations. draw up artistic production, work ergonomically, understand artistic concepts, draw stage layouts, set up technical stage equipment, safeguard artistic quality of performance, perform quality control of design during a run, communicate during show, adapt artistic plan to location, attend rehearsals, work safely with machines, prevent technical problems with stage equipment, operate stage movement control system, use personal protection equipment, adapt to artists' creative demands, prevent fire in a performance environment, identify technical resources for performances, prepare personal work environment, intervene with actions on stage, use communication equipment, translate artistic concepts to technical designs, work safely with chemicals, support a designer in the developing process, organise resources for artistic production, work safely with mobile electrical systems under supervision, work with respect for own safety, interpret artistic intentions, consult with stakeholders on implementation of a production, mark the stage area, modify scenic elements during performance, use technical documentation, keep up with trends, set up equipment in a timely manner, follow safety procedures when working at heights"
1007,http://data.europa.eu/esco/occupation/50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7,fiscal affairs policy officer,"fiscal affairs policy officer fiscal policy analyst
fiscal policy consultant
tax policy officer
fiscal policy developer
fiscal policy specialist
fiscal policy officer
fiscal policy researcher
tax and development policy officer Fiscal affairs policy officers research, analyse and develop policies related to taxation and government spending in public policy sectors, and implement these policies to improve the existing regulation around the sector. They work closely with partners, external organisations or other stakeholders and provide them with regular updates. inspect government expenditures, maintain relations with local representatives, manage government funding, liaise with government officials, inspect government incomes, advise on tax policy, collect financial data, manage government policy implementation"
1008,http://data.europa.eu/esco/occupation/511c8e9f-b19e-4ae8-9959-c047e7410441,railway infrastructure inspector,"railway infrastructure inspector railway infrastructure examiner
railway infrastructure safety inspector
railway infrastructure auditor
railway infrastructure surveyor Railway infrastructure inspectors are responsible for checking the conditions of railways. They monitor compliance to health and safety standards and inspect the infrastructure to detect damage or flaws. They analyse and report on their findings to ensure railway conditions are maintained at a safe level. assess railway operations, ensure safe operation of railway during repairs, undertake inspections, monitor work site, comply with legal regulations, design wayside signalling interlockings, identify hazards in the workplace, operate railway freight monitoring technologies, perform inspection analysis, enforce railway safety regulations, conduct environmental surveys, write inspection reports"
1009,http://data.europa.eu/esco/occupation/511f366c-ba41-4826-9622-8cda6d6e3b91,mail clerk,"mail clerk mail room clerk
post office mail clerk
sorting clerk
mail sorter Mail clerks perform mail handling, sorting, recording and other duties in connection with mail services from post offices or related organisations. They keep records of the incoming and outgoing packages and letters in the establishment. liaise with transportation companies, keep written records of cargo, ensure the integrity of mail, keep task records, establish daily priorities, maintain privacy of service users, handle mail, record customers' personal data, apply information security policies, keep records of customer interaction, liaise with colleagues, operate mailing information systems, keep records of merchandise delivery, organise mail deliveries, differentiate types of packages"
1010,http://data.europa.eu/esco/occupation/5157706c-3fce-420e-9e7f-863000af5397,leather goods patternmaker,"leather goods patternmaker leatherware modelist
leather goods pattern-maker
leatherware pattern-maker
leather goods pattern maker
pattern maker leather goods
leather goods modelist Leather goods patternmakers design and cut patterns for various kinds of leather goods using a variety of hand and simple machine tools. They check nesting variants and estimate material consumption. operate automatic cutting systems for footwear and leather goods, apply machine cutting techniques for footwear and leather goods, make technical drawings of fashion pieces, operate patternmaking machinery"
